id_usuario,pais,tipo_suscripcion,antiguedad_dias,dias_activo_ult_30,minutos_escucha_prom_dia,fallos_pago_ult_60,renovacion_automatica,dias_desde_ultimo_login,es_churn
u_032103,CL,premium_individual,136,14,17.4,0,1,6,0
u_027595,ES,premium_individual,358,15,16.5,0,1,4,0
u_045816,MX,premium_familiar,711,23,30.8,0,1,9,0
u_001229,BR,premium_familiar,149,14,37.3,0,1,8,0
u_004006,IT,premium_familiar,518,18,30.9,0,1,4,0
u_003117,DE,premium_individual,246,19,49.1,0,1,2,0
u_046936,ES,premium_familiar,802,22,62.8,1,1,2,0
u_030748,ES,premium_individual,1095,22,44.7,0,1,6,0
u_048054,ES,premium_individual,646,16,11.3,1,1,10,0
u_034143,AR,premium_individual,244,22,167.1,1,1,4,0
u_005096,AR,premium_individual,1166,18,28.8,0,0,8,0
u_019009,AR,premium_individual,391,3,46.7,0,1,26,1
u_030110,MX,premium_individual,270,17,55.3,0,1,5,0
u_035375,IT,premium_individual,334,17,56.7,0,1,4,0
u_043146,ES,premium_individual,595,16,79.4,0,1,2,0
u_012104,MX,premium_individual,561,22,39.4,0,1,3,0
u_001222,ES,premium_individual,745,3,35.3,0,0,4,0
u_036236,ES,premium_familiar,908,14,40.0,0,1,15,0
u_040203,CO,premium_familiar,886,5,41.2,0,1,10,0
u_004456,ES,premium_individual,906,5,13.3,0,1,3,0
u_024827,ES,premium_individual,285,24,125.3,0,1,2,0
u_020727,DE,premium_individual,197,13,63.2,1,1,6,0
u_011716,ES,premium_individual,597,18,20.8,0,1,4,0
u_028579,CO,premium_individual,248,19,33.1,0,1,9,0
u_034934,AR,premium_individual,1541,14,40.1,0,1,5,0
u_027983,ES,premium_individual,1079,20,52.8,0,1,19,0
u_020697,CO,premium_individual,383,15,79.5,0,0,5,0
u_031492,MX,premium_individual,1083,21,30.7,0,1,9,0
u_016948,ES,premium_familiar,207,12,14.3,0,1,7,0
u_047044,ES,premium_individual,263,17,133.6,0,1,3,0
u_040208,ES,premium_individual,446,21,34.6,0,1,2,0
u_001563,CL,premium_individual,1087,19,34.2,0,1,3,0
u_046043,FR,premium_individual,376,3,37.4,0,1,5,0
u_018931,DE,premium_estudiante,392,24,13.7,0,0,2,0
u_015126,US,premium_familiar,337,19,44.0,0,1,5,0
u_022533,AR,premium_familiar,283,18,47.2,0,1,5,0
u_023828,DE,premium_individual,1459,14,127.0,0,1,5,0
u_016842,MX,premium_individual,84,17,25.5,0,1,18,0
u_033257,MX,premium_individual,466,17,61.2,0,1,3,0
u_025399,US,premium_individual,504,18,80.8,0,1,13,0
u_025242,US,premium_estudiante,74,19,43.1,0,1,2,0
u_001673,ES,premium_familiar,368,19,29.1,0,1,3,0
u_025977,IT,premium_familiar,572,21,92.8,0,1,19,0
u_000397,US,premium_individual,358,21,81.5,0,1,3,0
u_036411,ES,premium_estudiante,540,16,30.3,0,1,3,0
u_013325,ES,premium_familiar,1259,23,21.6,0,1,4,0
u_002494,MX,premium_individual,593,20,72.7,0,1,3,0
u_024017,ES,premium_individual,730,16,44.5,0,1,2,0
u_040069,AR,premium_individual,525,17,40.5,0,1,5,0
u_037605,ES,premium_familiar,471,15,19.4,0,1,8,0
u_040839,FR,premium_individual,572,16,19.5,0,1,7,0
u_041319,ES,premium_familiar,275,3,21.5,0,1,9,0
u_003048,US,premium_individual,567,18,39.9,0,0,3,0
u_036122,ES,premium_individual,439,19,98.6,0,1,6,0
u_013665,FR,premium_individual,143,15,56.6,0,1,8,0
u_015387,ES,premium_individual,442,15,58.6,2,1,14,1
u_005208,ES,premium_individual,453,19,20.3,0,1,5,0
u_025989,ES,premium_individual,290,18,54.1,0,1,9,0
u_027212,IT,premium_individual,442,19,21.2,0,1,2,0
u_041045,ES,premium_individual,1158,17,73.7,0,1,8,0
u_024138,FR,premium_familiar,188,19,35.7,0,1,3,0
u_018576,IT,premium_estudiante,786,19,31.9,0,1,15,0
u_041606,MX,premium_individual,426,17,25.0,0,1,6,0
u_024041,CL,premium_familiar,516,17,74.9,0,1,7,0
u_042686,DE,premium_individual,305,17,23.0,0,1,11,0
u_042603,CO,premium_individual,758,15,19.5,0,1,4,0
u_047022,MX,premium_familiar,1305,23,33.2,0,1,1,0
u_024657,DE,premium_individual,522,24,87.0,3,1,2,1
u_027215,DE,premium_individual,1420,19,129.2,0,1,1,0
u_020481,IT,premium_individual,685,1,13.4,0,1,7,0
u_042891,ES,premium_familiar,1119,18,19.1,3,1,12,1
u_025562,ES,premium_individual,192,12,27.9,0,1,3,0
u_021408,US,premium_individual,496,13,36.9,0,1,11,0
u_000127,ES,premium_familiar,251,19,61.3,3,1,2,1
u_008763,IT,premium_estudiante,1134,12,45.9,0,1,6,0
u_032286,CL,premium_familiar,737,3,47.3,0,1,6,0
u_031080,ES,premium_individual,233,5,29.7,1,1,7,0
u_004833,MX,premium_individual,175,14,13.6,0,1,11,0
u_004875,ES,premium_individual,74,18,45.3,0,0,2,0
u_009480,CO,premium_individual,414,19,22.4,1,1,7,0
u_004836,ES,premium_individual,1500,19,97.7,0,1,7,0
u_014035,AR,premium_individual,818,19,35.4,0,1,2,0
u_047709,ES,premium_individual,131,17,132.1,0,1,3,0
u_042068,ES,premium_individual,134,20,59.5,0,1,3,0
u_028758,MX,premium_individual,192,17,28.9,0,1,15,0
u_006620,DE,premium_individual,1157,18,35.1,1,1,9,0
u_004944,ES,premium_individual,384,18,54.1,0,1,2,0
u_043920,ES,premium_individual,238,1,15.0,0,1,18,0
u_035085,ES,premium_individual,29,15,31.6,0,1,2,0
u_049442,MX,premium_familiar,220,21,17.0,0,0,13,0
u_046251,ES,premium_estudiante,279,16,29.2,0,1,4,0
u_040719,ES,premium_familiar,754,19,32.3,0,1,3,0
u_006540,AR,premium_individual,1124,11,41.5,1,1,9,0
u_019617,ES,premium_familiar,144,16,19.7,3,0,3,1
u_040197,ES,premium_individual,542,19,46.9,0,1,3,0
u_019377,ES,premium_familiar,102,19,18.0,1,1,8,0
u_007497,BR,premium_individual,627,21,57.4,0,1,4,0
u_023499,MX,premium_individual,505,18,25.2,1,1,5,0
u_040206,BR,premium_familiar,295,4,9.7,0,1,5,0
u_016644,AR,premium_individual,406,18,60.6,0,1,12,0
u_019458,MX,premium_familiar,1230,18,40.6,0,1,3,0
u_038233,IT,premium_individual,350,15,163.9,0,0,6,0
u_003088,US,premium_estudiante,823,14,13.3,0,0,4,0
u_007109,US,premium_individual,255,0,20.5,0,0,6,1
u_030210,US,premium_familiar,152,2,22.5,0,1,5,1
u_009628,ES,premium_individual,942,14,20.7,1,1,8,0
u_006663,MX,premium_individual,309,22,38.1,0,1,3,0
u_003568,ES,premium_individual,412,16,44.5,0,1,4,0
u_007441,MX,premium_individual,540,17,37.9,0,1,3,0
u_004468,FR,premium_individual,848,21,79.4,0,1,5,0
u_039007,US,premium_individual,337,17,66.6,0,1,5,0
u_010026,FR,premium_individual,762,15,61.9,0,0,11,0
u_024461,IT,premium_individual,626,5,18.9,0,1,4,0
u_043114,US,premium_familiar,204,12,52.8,0,1,13,0
u_033994,MX,premium_individual,599,13,21.9,0,1,4,0
u_046734,ES,premium_familiar,258,16,41.6,0,1,13,0
u_030761,ES,premium_familiar,786,16,53.1,0,1,4,0
u_000911,CL,premium_individual,92,19,43.5,1,1,2,0
u_045358,ES,premium_individual,747,18,43.9,3,1,3,1
u_003049,AR,premium_estudiante,532,14,43.8,0,1,8,0
u_018954,MX,premium_familiar,1636,19,59.2,0,1,7,0
u_041715,AR,premium_individual,144,13,15.2,0,1,5,0
u_027775,US,premium_familiar,190,19,66.3,0,1,7,0
u_005894,FR,premium_estudiante,387,18,86.9,0,1,8,0
u_016298,DE,premium_familiar,931,3,23.0,0,1,4,0
u_008863,IT,premium_familiar,516,13,21.3,1,1,8,0
u_030687,FR,premium_familiar,343,17,43.9,0,1,9,0
u_018809,US,premium_familiar,982,24,53.3,1,1,10,0
u_021851,ES,premium_familiar,415,18,209.8,0,1,5,0
u_011361,ES,premium_familiar,486,15,34.3,0,1,7,0
u_012639,ES,premium_individual,275,16,132.7,0,1,2,0
u_045423,US,premium_familiar,819,18,34.3,0,1,9,0
u_000941,AR,premium_estudiante,743,10,17.9,0,1,7,0
u_038563,ES,premium_individual,231,2,50.0,0,1,19,1
u_033426,US,premium_individual,602,14,52.1,0,1,6,0
u_045336,ES,premium_individual,765,24,25.8,0,1,2,0
u_028563,ES,premium_estudiante,635,22,58.4,0,1,3,0
u_009000,AR,premium_individual,778,3,16.4,0,1,4,0
u_011527,MX,premium_estudiante,246,17,63.0,0,1,2,0
u_005666,AR,premium_estudiante,92,20,55.8,0,1,5,0
u_025951,ES,premium_individual,762,16,108.9,0,1,2,0
u_001934,AR,premium_individual,392,18,95.6,0,0,2,0
u_010940,CL,premium_individual,588,17,26.8,0,1,7,0
u_020198,MX,premium_individual,119,18,40.6,0,1,3,0
u_031731,ES,premium_familiar,274,14,45.4,0,1,5,0
u_005423,ES,premium_familiar,241,19,37.2,0,1,2,0
u_000627,FR,premium_individual,890,17,134.6,0,1,14,0
u_039036,CL,premium_individual,1034,15,76.5,0,1,5,0
u_008649,US,premium_estudiante,222,19,16.5,0,1,5,0
u_034430,MX,premium_individual,313,16,45.3,0,1,2,0
u_044548,ES,premium_familiar,1161,1,57.7,0,1,15,0
u_045004,ES,premium_individual,519,18,23.8,0,1,17,0
u_033550,BR,premium_individual,1017,17,20.7,0,1,4,0
u_009486,FR,premium_familiar,540,22,56.0,1,1,8,0
u_022535,ES,premium_individual,294,13,40.7,0,1,3,0
u_035147,ES,premium_individual,76,15,32.9,0,1,3,0
u_013408,CL,premium_individual,430,3,13.4,0,0,10,1
u_048807,MX,premium_individual,420,16,46.7,0,0,6,1
u_012344,US,premium_familiar,565,16,23.5,2,1,4,0
u_035081,MX,premium_individual,950,0,43.5,1,1,4,1
u_013254,DE,premium_individual,1122,23,103.2,0,1,6,0
u_002613,IT,premium_individual,957,14,25.4,0,1,5,0
u_014784,FR,premium_estudiante,629,19,31.4,0,1,11,0
u_036229,CO,premium_estudiante,994,17,45.4,0,0,12,0
u_038466,ES,premium_individual,422,18,44.0,0,1,2,0
u_027075,ES,premium_individual,1327,18,47.0,0,1,7,0
u_036775,MX,premium_individual,108,18,31.7,0,1,2,0
u_017499,ES,premium_individual,336,19,42.1,1,1,3,0
u_043943,CL,premium_individual,444,18,62.3,0,1,14,0
u_040200,CO,premium_individual,198,14,53.8,0,0,18,0
u_041204,AR,premium_individual,927,17,35.2,0,1,4,0
u_027563,US,premium_familiar,556,14,27.7,0,1,6,0
u_035637,DE,premium_individual,657,13,37.5,2,0,5,1
u_042405,AR,premium_estudiante,106,13,59.9,0,1,3,0
u_022802,ES,premium_familiar,466,17,29.2,0,1,8,0
u_016310,ES,premium_individual,2250,22,60.5,0,1,5,0
u_021416,MX,premium_individual,1235,15,35.6,0,1,4,0
u_021921,ES,premium_individual,886,20,61.3,0,1,4,0
u_032532,AR,premium_estudiante,366,16,89.8,0,0,3,0
u_001178,DE,premium_individual,89,17,77.1,0,1,2,0
u_028942,ES,premium_estudiante,462,14,48.0,0,1,9,0
u_027607,AR,premium_individual,117,15,23.4,0,1,5,0
u_030111,MX,premium_estudiante,263,17,30.7,0,1,7,0
u_003047,MX,premium_individual,231,0,34.1,0,1,13,0
u_032585,ES,premium_individual,767,20,23.3,0,1,6,0
u_030934,AR,premium_estudiante,122,16,107.0,0,1,6,0
u_001798,IT,premium_familiar,1044,22,28.6,0,1,6,0
u_042627,ES,premium_individual,917,16,31.6,0,1,2,0
u_009507,MX,premium_individual,89,21,37.9,0,1,5,0
u_028287,CO,premium_individual,664,18,23.9,0,1,4,0
u_000797,MX,premium_estudiante,374,17,17.5,0,1,9,0
u_045147,MX,premium_familiar,165,20,74.8,0,1,2,0
u_023653,ES,premium_familiar,936,18,18.1,0,1,5,0
u_026241,DE,premium_individual,287,16,42.2,0,1,9,0
u_042540,US,premium_individual,1449,17,61.4,0,1,8,0
u_028844,IT,premium_individual,609,12,34.6,0,0,5,0
u_009312,MX,premium_individual,638,13,51.1,0,1,4,0
u_020559,ES,premium_individual,519,14,33.9,0,1,4,0
u_022372,IT,premium_familiar,56,17,56.8,0,1,5,0
u_021105,ES,premium_familiar,294,15,42.6,0,1,9,0
u_043798,ES,premium_individual,49,20,44.0,0,1,3,0
u_004541,IT,premium_individual,1094,0,12.9,0,1,12,1
u_016251,MX,premium_individual,201,15,20.4,1,1,3,0
u_037324,BR,premium_individual,425,0,13.7,0,1,11,1
u_035878,ES,premium_individual,391,15,84.8,0,1,6,0
u_008068,AR,premium_familiar,539,0,35.2,0,1,4,0
u_005112,MX,premium_individual,412,16,50.9,0,0,3,0
u_049251,DE,premium_individual,133,17,50.2,0,1,4,0
u_011220,US,premium_individual,763,16,29.4,0,1,3,0
u_042404,IT,premium_individual,541,21,24.3,0,1,18,0
u_006538,MX,premium_individual,152,18,70.0,0,1,9,0
u_011720,DE,premium_individual,492,15,82.2,0,1,7,0
u_002998,CO,premium_individual,341,14,20.7,0,0,4,0
u_002054,ES,premium_individual,117,18,11.8,0,0,3,0
u_031168,ES,premium_familiar,276,24,48.7,0,1,3,0
u_041614,CO,premium_individual,636,14,25.8,0,1,5,0
u_003378,DE,premium_familiar,399,21,51.8,0,1,3,0
u_020688,BR,premium_individual,534,18,33.5,0,1,3,0
u_010790,FR,premium_estudiante,517,16,27.9,0,1,2,0
u_018106,ES,premium_individual,743,22,39.0,0,0,6,0
u_023212,ES,premium_individual,1377,18,59.1,0,1,7,0
u_029035,IT,premium_individual,285,19,18.5,0,0,2,0
u_049219,BR,premium_individual,1116,15,66.7,0,1,2,0
u_006950,MX,premium_familiar,682,16,49.3,0,1,4,0
u_006296,CO,premium_individual,732,18,39.4,1,1,8,0
u_047537,ES,premium_individual,467,17,45.5,0,0,8,0
u_039294,ES,premium_familiar,367,15,8.3,0,1,5,0
u_005938,MX,premium_familiar,995,17,17.0,0,0,4,0
u_018284,AR,premium_individual,105,14,72.8,0,1,3,0
u_016319,ES,premium_individual,561,19,27.1,0,1,15,0
u_038332,MX,premium_individual,803,16,96.5,0,1,7,0
u_035736,AR,premium_familiar,1121,22,50.1,3,0,2,1
u_044979,DE,premium_individual,727,20,136.5,0,1,1,0
u_048907,CL,premium_individual,605,16,25.7,0,1,12,0
u_040969,CL,premium_individual,157,18,20.0,1,1,7,0
u_023914,CO,premium_individual,718,24,61.9,1,1,7,1
u_000711,FR,premium_familiar,356,17,106.3,1,1,12,0
u_003153,ES,premium_individual,162,17,50.3,0,1,6,0
u_049030,MX,premium_familiar,155,14,43.5,0,1,5,0
u_001501,CO,premium_individual,382,19,79.2,0,1,9,0
u_010341,FR,premium_individual,597,21,48.8,0,1,10,0
u_028442,AR,premium_individual,78,16,25.1,0,1,2,0
u_018814,US,premium_individual,368,13,14.3,2,1,3,1
u_020617,MX,premium_familiar,901,15,69.1,0,1,4,0
u_036898,ES,premium_individual,854,18,71.7,1,1,3,0
u_023418,DE,premium_individual,741,16,47.2,1,1,16,0
u_005636,AR,premium_individual,453,17,46.3,1,1,11,0
u_043200,ES,premium_estudiante,888,12,62.1,0,1,4,0
u_035186,ES,premium_individual,436,16,18.0,0,1,6,0
u_013418,ES,premium_individual,870,18,26.7,0,1,2,0
u_027909,AR,premium_individual,342,17,51.3,0,1,5,0
u_026751,CL,premium_individual,374,15,18.1,3,0,8,1
u_015659,MX,premium_estudiante,123,20,53.1,0,1,8,0
u_046695,ES,premium_individual,628,3,32.8,0,1,7,0
u_020783,FR,premium_individual,64,16,22.7,0,1,5,0
u_019958,DE,premium_familiar,541,17,54.7,0,1,5,0
u_030836,BR,premium_familiar,175,16,68.1,0,1,3,0
u_033543,MX,premium_individual,203,20,17.8,0,1,2,0
u_029338,ES,premium_individual,153,16,50.9,0,1,14,0
u_048865,ES,premium_individual,457,18,34.1,0,1,4,0
u_036548,ES,premium_estudiante,188,18,32.5,0,1,5,0
u_028928,ES,premium_estudiante,466,2,20.0,0,0,7,1
u_010885,ES,premium_individual,186,22,15.0,0,0,2,0
u_025665,MX,premium_individual,469,1,15.3,0,1,32,1
u_047943,MX,premium_individual,395,14,65.5,0,1,9,0
u_002721,CL,premium_individual,1192,12,21.4,0,1,3,0
u_023608,ES,premium_individual,430,20,94.8,0,1,3,0
u_045845,IT,premium_familiar,728,17,59.9,0,1,7,0
u_018786,ES,premium_familiar,373,5,57.7,0,1,4,0
u_008108,US,premium_estudiante,157,17,79.3,0,1,3,0
u_041543,CO,premium_individual,299,21,87.8,0,1,3,0
u_021747,FR,premium_estudiante,1345,16,66.4,0,1,9,0
u_011800,DE,premium_individual,144,18,39.4,0,1,5,0
u_023479,MX,premium_estudiante,966,16,26.6,1,1,6,0
u_019341,MX,premium_individual,500,16,110.6,1,1,2,0
u_041974,BR,premium_individual,1353,12,36.0,3,1,3,1
u_023361,BR,premium_individual,519,16,29.8,0,1,8,0
u_023640,FR,premium_estudiante,420,16,45.5,0,1,6,0
u_026463,CO,premium_individual,205,20,19.0,0,1,2,0
u_019289,ES,premium_individual,221,17,26.0,0,1,15,0
u_045026,ES,premium_individual,625,15,62.8,0,0,6,0
u_008234,MX,premium_individual,446,14,23.1,0,1,2,0
u_036140,ES,premium_individual,253,16,90.1,0,1,14,0
u_037412,ES,premium_individual,287,16,28.3,0,1,7,0
u_007751,AR,premium_individual,745,20,17.5,0,1,5,0
u_047210,ES,premium_individual,572,4,34.5,0,1,8,0
u_030509,US,premium_individual,725,17,70.6,0,1,4,0
u_027397,CL,premium_individual,223,18,21.7,1,1,17,0
u_037377,AR,premium_individual,632,18,40.9,0,1,3,0
u_008891,AR,premium_familiar,464,15,73.2,0,0,6,0
u_027142,ES,premium_familiar,996,18,32.0,0,1,4,0
u_033597,MX,premium_familiar,346,20,26.4,0,1,4,0
u_010518,AR,premium_individual,154,4,13.1,0,1,8,0
u_016723,AR,premium_individual,897,16,33.8,0,0,2,0
u_007181,FR,premium_estudiante,645,14,14.8,0,1,11,0
u_007768,ES,premium_individual,300,2,26.4,0,1,7,1
u_006323,ES,premium_individual,141,19,63.8,0,1,3,0
u_026746,CO,premium_familiar,930,18,11.6,0,0,23,0
u_022057,ES,premium_individual,532,22,39.8,0,1,7,0
u_041187,CO,premium_individual,266,22,25.1,0,1,3,0
u_026960,FR,premium_familiar,581,20,35.1,0,1,3,0
u_048509,IT,premium_individual,209,26,34.5,0,1,15,0
u_049809,IT,premium_individual,1073,20,45.3,0,0,24,0
u_001046,ES,premium_individual,982,14,44.4,0,1,4,0
u_035784,MX,premium_estudiante,355,17,30.5,0,0,6,0
u_033283,US,premium_individual,259,12,35.0,0,1,10,0
u_007700,ES,premium_individual,1301,17,104.9,0,0,5,0
u_027167,MX,premium_estudiante,489,16,57.6,0,1,3,0
u_013116,US,premium_familiar,338,17,26.1,0,1,5,0
u_015506,ES,premium_estudiante,731,16,33.4,0,0,2,0
u_029719,MX,premium_familiar,137,22,18.7,0,1,5,0
u_034255,IT,premium_individual,239,16,46.4,0,1,9,0
u_006506,ES,premium_individual,711,16,36.9,0,1,6,0
u_031451,MX,premium_individual,634,14,50.7,0,1,4,0
u_007255,CO,premium_individual,601,22,122.7,0,1,3,0
u_027528,ES,premium_individual,432,19,41.9,0,1,2,0
u_014021,AR,premium_individual,892,3,39.0,0,1,4,0
u_027804,MX,premium_estudiante,590,17,52.3,0,1,3,0
u_016238,US,premium_individual,341,19,29.1,0,1,3,0
u_046053,CO,premium_familiar,121,14,27.7,1,1,4,0
u_038438,CO,premium_familiar,201,16,17.6,0,1,4,0
u_023585,MX,premium_estudiante,350,5,15.7,0,1,7,1
u_025782,ES,premium_familiar,1277,19,78.1,0,1,7,0
u_042745,CO,premium_individual,92,15,42.6,0,1,4,0
u_017440,FR,premium_individual,392,19,60.8,0,1,5,0
u_037051,ES,premium_individual,461,20,76.1,0,1,6,0
u_031041,CO,premium_familiar,596,15,177.0,0,1,4,0
u_036812,ES,premium_individual,585,20,122.3,0,1,4,0
u_023058,CL,premium_familiar,343,17,27.7,0,1,2,0
u_032374,US,premium_individual,312,18,20.3,0,1,7,0
u_010282,CL,premium_familiar,464,18,21.3,0,1,8,0
u_009151,CO,premium_familiar,749,15,48.9,0,1,6,0
u_002517,MX,premium_individual,746,17,46.0,0,1,5,0
u_032390,ES,premium_familiar,557,15,22.7,0,1,8,0
u_039075,MX,premium_individual,766,18,39.6,1,0,4,0
u_042367,ES,premium_familiar,116,17,37.3,0,1,4,0
u_019263,CO,premium_familiar,294,13,26.8,0,1,4,0
u_035800,AR,premium_individual,68,18,41.2,0,1,4,0
u_020979,ES,premium_individual,686,0,18.1,0,1,4,0
u_023224,DE,premium_individual,60,18,74.1,0,1,5,0
u_040782,MX,premium_familiar,661,14,28.0,0,0,4,0
u_020771,MX,premium_individual,1399,17,26.6,0,1,4,0
u_017063,IT,premium_individual,545,15,66.9,0,1,7,0
u_009950,CO,premium_estudiante,316,14,13.0,0,1,5,0
u_026575,CO,premium_familiar,727,3,52.6,1,1,14,0
u_024772,ES,premium_individual,1109,18,46.3,0,1,4,0
u_016376,ES,premium_individual,454,22,20.9,0,1,8,0
u_007772,ES,premium_individual,347,15,39.5,0,1,14,0
u_048151,ES,premium_individual,313,12,12.1,0,1,5,0
u_019650,US,premium_individual,141,14,53.1,0,0,3,0
u_001213,CL,premium_individual,1262,15,58.9,0,1,8,0
u_027905,CO,premium_individual,139,17,31.3,0,0,4,0
u_002306,CO,premium_individual,351,13,38.3,0,1,5,0
u_009881,MX,premium_individual,195,19,98.9,0,1,7,0
u_019671,BR,premium_individual,372,14,39.0,1,1,10,0
u_033992,DE,premium_individual,164,15,54.3,1,1,13,1
u_028639,ES,premium_individual,1190,14,21.0,0,0,9,0
u_029626,ES,premium_estudiante,460,15,40.7,0,0,3,0
u_019474,IT,premium_individual,606,19,46.7,0,1,3,0
u_011248,DE,premium_familiar,635,20,125.3,0,1,2,0
u_041918,CO,premium_individual,27,18,66.2,0,1,9,0
u_041280,ES,premium_individual,1151,18,53.2,0,1,7,0
u_028794,FR,premium_familiar,1249,18,24.4,0,1,12,0
u_009556,ES,premium_individual,510,16,61.8,0,0,2,0
u_002360,ES,premium_individual,552,17,101.5,0,1,3,0
u_041884,ES,premium_individual,527,21,96.9,0,1,13,0
u_029615,ES,premium_individual,1177,15,91.8,0,1,8,0
u_021540,ES,premium_individual,950,19,103.0,0,1,3,0
u_017480,MX,premium_individual,409,19,23.7,0,1,4,0
u_026320,IT,premium_individual,467,19,52.8,0,1,5,0
u_014264,CO,premium_individual,135,19,101.2,0,0,5,0
u_033031,BR,premium_estudiante,176,16,29.4,0,1,12,0
u_044024,BR,premium_familiar,388,20,35.1,0,1,6,0
u_047916,CO,premium_individual,337,15,28.9,0,1,9,0
u_018448,CO,premium_individual,267,16,92.6,0,1,3,0
u_023848,IT,premium_individual,547,13,10.1,0,1,4,0
u_032500,ES,premium_individual,209,17,26.3,1,1,2,0
u_036024,ES,premium_individual,126,22,54.1,0,1,2,0
u_045561,DE,premium_individual,376,12,19.8,0,1,11,0
u_003703,MX,premium_estudiante,856,23,21.7,0,1,1,0
u_045678,MX,premium_familiar,832,21,56.3,0,1,5,0
u_024789,ES,premium_individual,989,20,31.6,0,1,6,0
u_005207,IT,premium_individual,519,18,83.6,0,1,2,0
u_000005,ES,premium_individual,338,21,45.4,0,1,3,0
u_021899,IT,premium_estudiante,1796,17,48.7,0,1,10,0
u_025072,US,premium_familiar,220,20,10.7,0,0,9,0
u_040278,ES,premium_individual,709,17,70.1,0,0,6,0
u_037336,ES,premium_individual,350,21,69.8,2,1,3,0
u_015636,DE,premium_estudiante,422,15,86.6,0,1,6,0
u_034799,DE,premium_individual,163,13,14.3,0,1,16,0
u_032840,FR,premium_individual,313,15,38.9,0,1,2,0
u_040955,US,premium_individual,2184,1,17.0,0,1,8,0
u_033155,BR,premium_individual,284,16,51.1,1,1,3,0
u_022926,ES,premium_individual,715,5,19.4,0,1,12,0
u_025062,CO,premium_individual,269,18,25.6,1,0,5,1
u_006042,US,premium_individual,466,18,16.7,0,1,12,0
u_040180,DE,premium_individual,104,19,50.3,2,1,6,1
u_000148,MX,premium_individual,104,20,32.3,0,1,2,0
u_020326,US,premium_individual,475,15,55.0,1,1,12,0
u_041653,DE,premium_familiar,447,21,69.9,0,1,4,0
u_019809,ES,premium_familiar,689,21,187.9,0,1,7,0
u_001570,ES,premium_estudiante,566,13,36.2,0,1,12,0
u_013314,FR,premium_individual,703,17,36.5,0,1,8,0
u_024591,MX,premium_individual,171,2,6.5,0,1,5,1
u_045932,CO,premium_individual,1014,19,80.0,2,1,3,0
u_046699,MX,premium_individual,411,15,28.1,0,1,6,0
u_037251,ES,premium_individual,365,19,67.2,0,1,8,0
u_021690,ES,premium_individual,1868,22,18.1,3,1,2,1
u_016439,MX,premium_estudiante,201,14,8.9,0,1,7,0
u_010139,FR,premium_individual,228,2,21.9,0,1,4,0
u_005335,CL,premium_individual,637,16,28.7,0,1,5,0
u_035498,FR,premium_familiar,1035,12,19.9,0,1,8,0
u_046737,AR,premium_familiar,385,16,16.4,0,0,6,0
u_031568,ES,premium_individual,237,18,30.1,0,1,10,0
u_036559,CO,premium_individual,368,18,35.1,1,1,3,0
u_029807,ES,premium_individual,219,18,96.3,1,1,9,0
u_026485,ES,premium_individual,220,1,10.7,1,1,5,1
u_037675,AR,premium_individual,538,17,47.8,0,1,11,0
u_030870,US,premium_individual,421,17,8.1,0,1,22,0
u_032938,ES,premium_individual,919,15,64.1,0,1,5,0
u_037400,ES,premium_individual,213,16,45.6,0,1,4,0
u_019067,MX,premium_individual,328,13,73.1,0,1,7,0
u_043434,US,premium_individual,263,18,20.9,0,1,6,0
u_002686,DE,premium_familiar,377,21,16.0,0,1,25,0
u_004680,MX,premium_individual,437,18,24.0,0,1,5,0
u_044349,ES,premium_individual,132,19,77.4,0,0,6,0
u_004401,ES,premium_familiar,528,19,78.6,0,1,3,0
u_015353,US,premium_individual,168,14,35.2,0,0,6,0
u_039051,ES,premium_individual,621,14,25.3,0,1,3,0
u_029412,AR,premium_individual,290,4,53.3,0,1,5,0
u_036983,ES,premium_estudiante,193,10,56.8,0,1,5,0
u_030332,ES,premium_individual,290,13,70.7,1,1,7,0
u_008415,AR,premium_individual,284,16,32.3,1,0,16,1
u_027267,FR,premium_individual,1463,19,44.4,0,1,4,0
u_023121,FR,premium_individual,277,19,45.8,0,0,2,0
u_004201,FR,premium_familiar,429,26,89.1,0,1,6,0
u_029736,ES,premium_individual,183,17,14.5,0,1,2,0
u_005416,ES,premium_individual,357,16,43.2,0,1,5,0
u_042283,ES,premium_individual,209,19,35.8,0,1,8,0
u_016708,DE,premium_individual,92,15,31.7,2,1,3,1
u_036475,AR,premium_individual,365,20,31.9,0,1,7,0
u_034629,ES,premium_individual,222,14,49.2,0,1,3,0
u_007113,ES,premium_individual,105,16,35.4,0,1,4,0
u_024411,MX,premium_familiar,268,16,55.6,2,0,4,1
u_015843,CL,premium_individual,157,17,30.4,0,1,4,0
u_015178,ES,premium_individual,720,18,19.3,0,1,8,0
u_023952,CO,premium_individual,929,17,30.5,1,1,3,0
u_038395,ES,premium_individual,199,14,68.0,0,1,4,0
u_035208,AR,premium_individual,1032,3,38.7,1,1,4,0
u_031265,BR,premium_estudiante,1697,12,23.7,0,1,5,0
u_033191,IT,premium_individual,481,18,33.2,0,1,7,0
u_025623,AR,premium_individual,1190,15,29.1,0,1,2,0
u_021142,MX,premium_estudiante,350,21,39.4,1,1,4,0
u_001416,AR,premium_individual,690,20,56.0,0,1,2,0
u_043297,FR,premium_individual,158,18,98.3,0,1,12,0
u_041330,ES,premium_individual,1492,22,28.9,0,1,2,0
